$ID,$ID_NAME,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Materials,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Target,Name,Price,Tradability,Type
30318,R_FOOT01_148,icon_item_boots_misc1,,,,,"[{""Item"": 30318, ""Quantity"": 1}, {""Item"": 645423, ""Quantity"": 7}, {""Item"": 645552, ""Quantity"": 2}]",,[30318],,511148,Recipe - スーペリアスカミッシャーブーツ,0,TTTT,23
30319,R_LEG01_148,icon_item_pants_misc1,,,,,"[{""Item"": 30319, ""Quantity"": 1}, {""Item"": 645160, ""Quantity"": 9}, {""Item"": 645476, ""Quantity"": 1}]",,[30319],,521148,Recipe - スーペリアスカミッシャーパンツ,0,TTTT,23
30320,R_TOP01_148,icon_item_shirts_misc1,,,,,"[{""Item"": 30320, ""Quantity"": 1}, {""Item"": 645578, ""Quantity"": 7}]",,[30320],,531148,Recipe - スーペリアスカミッシャー チュニック,0,TTTT,23
30321,R_HAND01_149,icon_item_gloves_misc1,,,,,"[{""Item"": 30321, ""Quantity"": 1}, {""Item"": 645559, ""Quantity"": 3}, {""Item"": 645540, ""Quantity"": 4}]",,[30321],,501149,Recipe - スーペリアインファントリーガントレット,0,TTTT,23
30322,R_FOOT01_149,icon_item_boots_misc1,,,,,"[{""Item"": 30322, ""Quantity"": 1}, {""Item"": 645559, ""Quantity"": 4}, {""Item"": 645438, ""Quantity"": 2}]",,[30322],,511149,Recipe - スーペリアインファントリーグリーブ,0,TTTT,23
30323,R_LEG01_149,icon_item_pants_misc1,,,,,"[{""Item"": 30323, ""Quantity"": 1}, {""Item"": 645559, ""Quantity"": 10}]",,[30323],,521149,Recipe - スーペリアインファントリーレギンス,0,TTTT,23
30324,R_TOP01_149,icon_item_shirts_misc1,,,,,"[{""Item"": 30324, ""Quantity"": 1}, {""Item"": 645559, ""Quantity"": 10}, {""Item"": 645551, ""Quantity"": 4}]",,[30324],,531149,Recipe - スーペリアインファントリーアーマー,0,TTTT,23
30325,R_HAND01_150,icon_item_gloves_misc1,,,,,"[{""Item"": 30325, ""Quantity"": 1}]",,[30325],,501150,Recipe - ライブラリアングローブ,0,TTTT,23
30326,R_FOOT01_150,icon_item_boots_misc1,,,,,"[{""Item"": 30326, ""Quantity"": 1}]",,[30326],,511150,Recipe - ライブラリアンブーツ,0,TTTT,23
30327,R_LEG01_150,icon_item_pants_misc1,,,,,"[{""Item"": 30327, ""Quantity"": 1}]",,[30327],,521150,Recipe - ライブラリアンパンツ,0,TTTT,23
30328,R_TOP01_150,icon_item_shirts_misc1,,,,,"[{""Item"": 30328, ""Quantity"": 1}]",,[30328],,531150,Recipe - ライブラリアンローブ,0,TTTT,23
30329,R_HAND01_151,icon_item_gloves_misc1,,,,,"[{""Item"": 30329, ""Quantity"": 1}]",,[30329],,501151,Recipe - ベテラングローブ,0,TTTT,23
30330,R_FOOT01_151,icon_item_boots_misc1,,,,,"[{""Item"": 30330, ""Quantity"": 1}]",,[30330],,511151,Recipe - ベテランブーツ,0,TTTT,23
30331,R_LEG01_151,icon_item_pants_misc1,,,,,"[{""Item"": 30331, ""Quantity"": 1}]",,[30331],,521151,Recipe - ベテランパンツ,0,TTTT,23
30332,R_TOP01_151,icon_item_shirts_misc1,,,,,"[{""Item"": 30332, ""Quantity"": 1}]",,[30332],,531151,Recipe - ベテランチュニック,0,TTTT,23
30333,R_HAND01_152,icon_item_gloves_misc1,,,,,"[{""Item"": 30333, ""Quantity"": 1}]",,[30333],,501152,Recipe - ナイトガントレット,0,TTTT,23
30334,R_FOOT01_152,icon_item_boots_misc1,,,,,"[{""Item"": 30334, ""Quantity"": 1}]",,[30334],,511152,Recipe - ナイトグリーブ,0,TTTT,23
30335,R_LEG01_152,icon_item_pants_misc1,,,,,"[{""Item"": 30335, ""Quantity"": 1}]",,[30335],,521152,Recipe - ナイトレギンス,0,TTTT,23
30336,R_TOP01_152,icon_item_shirts_misc1,[642163],,,,"[{""Item"": 30336, ""Quantity"": 1}]",,[30336],,531152,Recipe - ナイトアーマー,0,TTTT,23
30369,R_HAND03_111,icon_item_gloves_misc4,,"[642911, 642920]",,,"[{""Item"": 30369, ""Quantity"": 1}, {""Item"": 645609, ""Quantity"": 1}, {""Item"": 645612, ""Quantity"": 15}]",,[30369],,503111,Recipe - ルクソナグローブ,0,TTTT,23
30370,R_FOOT03_111,icon_item_boots_misc4,,"[642911, 642920]",,,"[{""Item"": 30370, ""Quantity"": 1}, {""Item"": 645609, ""Quantity"": 1}, {""Item"": 645612, ""Quantity"": 4}, {""Item"": 645613, ""Quantity"": 18}]",,[30370],,513111,Recipe - ルクソナブーツ,0,TTTT,23
30371,R_LEG03_111,icon_item_pants_misc4,[642107],"[642911, 642920]",,,"[{""Item"": 30371, ""Quantity"": 1}, {""Item"": 645610, ""Quantity"": 1}, {""Item"": 645612, ""Quantity"": 14}, {""Item"": 645550, ""Quantity"": 8}]",,[30371],,523111,Recipe - ルクソナパンツ,0,TTTT,23
30372,R_TOP03_111,icon_item_shirts_misc4,[642107],"[642911, 642920]",,,"[{""Item"": 30372, ""Quantity"": 1}, {""Item"": 645610, ""Quantity"": 1}, {""Item"": 645550, ""Quantity"": 31}, {""Item"": 645613, ""Quantity"": 15}]",,[30372],,533111,Recipe - ルクソナローブ,0,TTTT,23
30373,R_HAND03_112,icon_item_gloves_misc4,,"[642911, 642920]",,,"[{""Item"": 30373, ""Quantity"": 1}, {""Item"": 645609, ""Quantity"": 1}, {""Item"": 645550, ""Quantity"": 15}, {""Item"": 645612, ""Quantity"": 7}]",,[30373],,503112,Recipe - ルクソナレザーグローブ,0,TTTT,23
30374,R_FOOT03_112,icon_item_boots_misc4,,"[642911, 642920]",,,"[{""Item"": 30374, ""Quantity"": 1}, {""Item"": 645609, ""Quantity"": 1}, {""Item"": 645550, ""Quantity"": 23}, {""Item"": 643503, ""Quantity"": 1}]",,[30374],,513112,Recipe - ルクソナレザーブーツ,0,TTTT,23
30375,R_LEG03_112,icon_item_pants_misc4,[642108],"[642911, 642920]",,,"[{""Item"": 30375, ""Quantity"": 1}, {""Item"": 645610, ""Quantity"": 1}, {""Item"": 645560, ""Quantity"": 6}]",,[30375],,523112,Recipe - ルクソナレザーパンツ,0,TTTT,23
30376,R_TOP03_112,icon_item_shirts_misc4,[642108],"[642911, 642920]",,,"[{""Item"": 30376, ""Quantity"": 1}, {""Item"": 645610, ""Quantity"": 1}, {""Item"": 645550, ""Quantity"": 29}, {""Item"": 645560, ""Quantity"": 4}]",,[30376],,533112,Recipe - ルクソナレザーアーマー,0,TTTT,23
30377,R_HAND03_113,icon_item_gloves_misc4,,"[642911, 642920]",,,"[{""Item"": 30377, ""Quantity"": 1}, {""Item"": 645609, ""Quantity"": 1}, {""Item"": 645611, ""Quantity"": 28}]",,[30377],,503113,Recipe - ルクソナプレートガントレット,0,TTTT,23
30378,R_FOOT03_113,icon_item_boots_misc4,,"[642911, 642920]",,,"[{""Item"": 30378, ""Quantity"": 1}, {""Item"": 645609, ""Quantity"": 1}, {""Item"": 645613, ""Quantity"": 27}]",,[30378],,513113,Recipe - ルクソナプレートブーツ,0,TTTT,23
30379,R_LEG03_113,icon_item_pants_misc4,,"[642911, 642920]",,,"[{""Item"": 30379, ""Quantity"": 1}, {""Item"": 645610, ""Quantity"": 1}, {""Item"": 645611, ""Quantity"": 14}, {""Item"": 645613, ""Quantity"": 17}]",,[30379],,523113,Recipe - ルクソナプレートパンツ,0,TTTT,23
30380,R_TOP03_113,icon_item_shirts_misc4,,"[642911, 642920]",,,"[{""Item"": 30380, ""Quantity"": 1}, {""Item"": 645610, ""Quantity"": 1}, {""Item"": 645611, ""Quantity"": 15}, {""Item"": 645560, ""Quantity"": 3}]",,[30380],,533113,Recipe - ルクソナプレートアーマー,0,TTTT,23
30429,R_HAND02_172,icon_item_gloves_misc3,,,,,"[{""Item"": 30429, ""Quantity"": 1}, {""Item"": 645477, ""Quantity"": 25}]",,[30429],,502172,Recipe - アレルノーグローブ,0,TTTT,23
30430,R_FOOT02_172,icon_item_boots_misc3,,,,,"[{""Item"": 30430, ""Quantity"": 1}, {""Item"": 645438, ""Quantity"": 8}]",,[30430],,512172,Recipe - アレルノーブーツ,0,TTTT,23
30431,R_LEG02_172,icon_item_pants_misc3,,,,,"[{""Item"": 30431, ""Quantity"": 1}, {""Item"": 645547, ""Quantity"": 8}]",,[30431],,522172,Recipe - アレルノーパンツ,0,TTTT,23
30432,R_TOP02_172,icon_item_shirts_misc3,,,,,"[{""Item"": 30432, ""Quantity"": 1}, {""Item"": 645476, ""Quantity"": 4}]",,[30432],,532172,Recipe - アレルノーローブ,0,TTTT,23
30433,R_HAND02_173,icon_item_gloves_misc3,,,,,"[{""Item"": 30433, ""Quantity"": 1}, {""Item"": 645477, ""Quantity"": 25}]",,[30433],,502173,Recipe - アレルノーレザーグローブ,0,TTTT,23
30434,R_FOOT02_173,icon_item_boots_misc3,,,,,"[{""Item"": 30434, ""Quantity"": 1}, {""Item"": 645438, ""Quantity"": 8}]",,[30434],,512173,Recipe - アレルノーレザーブーツ,0,TTTT,23
30435,R_LEG02_173,icon_item_pants_misc3,,,,,"[{""Item"": 30435, ""Quantity"": 1}, {""Item"": 645547, ""Quantity"": 8}]",,[30435],,522173,Recipe - アレルノーレザーパンツ,0,TTTT,23
30436,R_TOP02_173,icon_item_shirts_misc3,,,,,"[{""Item"": 30436, ""Quantity"": 1}, {""Item"": 645476, ""Quantity"": 4}]",,[30436],,532173,Recipe - アレルノーレザーチュニック,0,TTTT,23
30437,R_HAND02_174,icon_item_gloves_misc3,,,,,"[{""Item"": 30437, ""Quantity"": 1}, {""Item"": 645477, ""Quantity"": 25}]",,[30437],,502174,Recipe - アレルノープレートガントレット,0,TTTT,23
30438,R_FOOT02_174,icon_item_boots_misc3,,,,,"[{""Item"": 30438, ""Quantity"": 1}, {""Item"": 645438, ""Quantity"": 8}]",,[30438],,512174,Recipe - アレルノープレートグリーブ,0,TTTT,23
30439,R_LEG02_174,icon_item_pants_misc3,,,,,"[{""Item"": 30439, ""Quantity"": 1}, {""Item"": 645547, ""Quantity"": 8}]",,[30439],,522174,Recipe - アレルノープレートレギンス,0,TTTT,23
30440,R_TOP02_174,icon_item_shirts_misc3,,,,,"[{""Item"": 30440, ""Quantity"": 1}, {""Item"": 645476, ""Quantity"": 4}]",,[30440],,532174,Recipe - アレルノープレートアーマー,0,TTTT,23
30441,R_HAND02_175,icon_item_gloves_misc3,,,,,"[{""Item"": 30441, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 10}]",,[30441],,502175,Recipe - ペレリングローブ,0,TTTT,23
30442,R_FOOT02_175,icon_item_boots_misc3,,,,,"[{""Item"": 30442, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 10}]",,[30442],,512175,Recipe - ペレリンブーツ,0,TTTT,23
30443,R_LEG02_175,icon_item_pants_misc3,,,,,"[{""Item"": 30443, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[30443],,522175,Recipe - ペレリンパンツ,0,TTTT,23
30444,R_TOP02_175,icon_item_shirts_misc3,,,,,"[{""Item"": 30444, ""Quantity"": 1}, {""Item"": 645462, ""Quantity"": 7}]",,[30444],,532175,Recipe - ペレリンローブ,0,TTTT,23
30445,R_HAND02_176,icon_item_gloves_misc3,,,,,"[{""Item"": 30445, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 10}]",,[30445],,502176,Recipe - ペレリンレザーグローブ,0,TTTT,23
30446,R_FOOT02_176,icon_item_boots_misc3,,,,,"[{""Item"": 30446, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 10}]",,[30446],,512176,Recipe - ペレリンレザーブーツ,0,TTTT,23
30447,R_LEG02_176,icon_item_pants_misc3,,,,,"[{""Item"": 30447, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[30447],,522176,Recipe - ペレリンレザーパンツ,0,TTTT,23
30448,R_TOP02_176,icon_item_shirts_misc3,,,,,"[{""Item"": 30448, ""Quantity"": 1}, {""Item"": 645462, ""Quantity"": 7}]",,[30448],,532176,Recipe - ペレリンレザーチュニック,0,TTTT,23
30449,R_HAND02_177,icon_item_gloves_misc3,,,,,"[{""Item"": 30449, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 10}]",,[30449],,502177,Recipe - ペレリンプレートガントレット,0,TTTT,23
30450,R_FOOT02_177,icon_item_boots_misc3,,,,,"[{""Item"": 30450, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 10}]",,[30450],,512177,Recipe - ペレリンプレートグリーブ,0,TTTT,23
30451,R_LEG02_177,icon_item_pants_misc3,,,,,"[{""Item"": 30451, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[30451],,522177,Recipe - ペレリンプレートレギンス,0,TTTT,23
30452,R_TOP02_177,icon_item_shirts_misc3,,,,,"[{""Item"": 30452, ""Quantity"": 1}, {""Item"": 645462, ""Quantity"": 7}]",,[30452],,532177,Recipe - ペレリンプレートアーマー,0,TTTT,23
30453,R_HAND02_178,icon_item_gloves_misc3,,,,,"[{""Item"": 30453, ""Quantity"": 1}, {""Item"": 645443, ""Quantity"": 4}]",,[30453],,502178,Recipe - ターングローブ,0,TTTT,23
30454,R_FOOT02_178,icon_item_boots_misc3,,,,,"[{""Item"": 30454, ""Quantity"": 1}, {""Item"": 645200, ""Quantity"": 2}]",,[30454],,512178,Recipe - ターンブーツ,0,TTTT,23
30455,R_LEG02_178,icon_item_pants_misc3,,,,,"[{""Item"": 30455, ""Quantity"": 1}, {""Item"": 645407, ""Quantity"": 13}]",,[30455],,522178,Recipe - ターンパンツ,0,TTTT,23
30456,R_TOP02_178,icon_item_shirts_misc3,,,,,"[{""Item"": 30456, ""Quantity"": 1}, {""Item"": 645205, ""Quantity"": 2}]",,[30456],,532178,Recipe - ターンローブ,0,TTTT,23
30457,R_HAND02_179,icon_item_gloves_misc3,,,,,"[{""Item"": 30457, ""Quantity"": 1}, {""Item"": 645443, ""Quantity"": 4}]",,[30457],,502179,Recipe - ターンレザーグローブ,0,TTTT,23
30458,R_FOOT02_179,icon_item_boots_misc3,,,,,"[{""Item"": 30458, ""Quantity"": 1}, {""Item"": 645200, ""Quantity"": 2}]",,[30458],,512179,Recipe - ターンレザーブーツ,0,TTTT,23
30459,R_LEG02_179,icon_item_pants_misc3,,,,,"[{""Item"": 30459, ""Quantity"": 1}, {""Item"": 645407, ""Quantity"": 13}]",,[30459],,522179,Recipe - ターンレザーパンツ,0,TTTT,23
30460,R_TOP02_179,icon_item_shirts_misc3,,,,,"[{""Item"": 30460, ""Quantity"": 1}, {""Item"": 645205, ""Quantity"": 2}]",,[30460],,532179,Recipe - ターンレザーチュニック,0,TTTT,23
30461,R_HAND02_180,icon_item_gloves_misc3,,,,,"[{""Item"": 30461, ""Quantity"": 1}, {""Item"": 645443, ""Quantity"": 4}]",,[30461],,502180,Recipe - ターンプレートガントレット,0,TTTT,23
30462,R_FOOT02_180,icon_item_boots_misc3,,,,,"[{""Item"": 30462, ""Quantity"": 1}, {""Item"": 645200, ""Quantity"": 2}]",,[30462],,512180,Recipe - ターンプレートグリーブ,0,TTTT,23
30463,R_LEG02_180,icon_item_pants_misc3,,,,,"[{""Item"": 30463, ""Quantity"": 1}, {""Item"": 645407, ""Quantity"": 13}]",,[30463],,522180,Recipe - ターンプレートレギンス,0,TTTT,23
30464,R_TOP02_180,icon_item_shirts_misc3,,,,,"[{""Item"": 30464, ""Quantity"": 1}, {""Item"": 645205, ""Quantity"": 2}]",,[30464],,532180,Recipe - ターンプレートアーマー,0,TTTT,23
30465,R_HAND02_181,icon_item_gloves_misc3,,,,,"[{""Item"": 30465, ""Quantity"": 1}, {""Item"": 645583, ""Quantity"": 9}]",,[30465],,502181,Recipe - シャトングローブ,0,TTTT,23
30466,R_FOOT02_181,icon_item_boots_misc3,,,,,"[{""Item"": 30466, ""Quantity"": 1}, {""Item"": 645584, ""Quantity"": 33}]",,[30466],,512181,Recipe - シャトンブーツ,0,TTTT,23
30467,R_LEG02_181,icon_item_pants_misc3,,,,,"[{""Item"": 30467, ""Quantity"": 1}, {""Item"": 645586, ""Quantity"": 25}]",,[30467],,522181,Recipe - シャトンパンツ,0,TTTT,23
30468,R_TOP02_181,icon_item_shirts_misc3,,,,,"[{""Item"": 30468, ""Quantity"": 1}, {""Item"": 645617, ""Quantity"": 5}]",,[30468],,532181,Recipe - シャトンローブ,0,TTTT,23
30469,R_HAND02_182,icon_item_gloves_misc3,,,,,"[{""Item"": 30469, ""Quantity"": 1}, {""Item"": 645583, ""Quantity"": 9}]",,[30469],,502182,Recipe - シャトンレザーグローブ,0,TTTT,23
30470,R_FOOT02_182,icon_item_boots_misc3,,,,,"[{""Item"": 30470, ""Quantity"": 1}, {""Item"": 645584, ""Quantity"": 33}]",,[30470],,512182,Recipe - シャトンレザーブーツ,0,TTTT,23
30471,R_LEG02_182,icon_item_pants_misc3,,,,,"[{""Item"": 30471, ""Quantity"": 1}, {""Item"": 645586, ""Quantity"": 25}]",,[30471],,522182,Recipe - シャトンレザーパンツ,0,TTTT,23
30472,R_TOP02_182,icon_item_shirts_misc3,,,,,"[{""Item"": 30472, ""Quantity"": 1}, {""Item"": 645617, ""Quantity"": 5}]",,[30472],,532182,Recipe - シャトンレザーチュニック,0,TTTT,23
30473,R_HAND02_183,icon_item_gloves_misc3,,,,,"[{""Item"": 30473, ""Quantity"": 1}, {""Item"": 645583, ""Quantity"": 9}]",,[30473],,502183,Recipe - シャトンプレートガントレット,0,TTTT,23
30474,R_FOOT02_183,icon_item_boots_misc3,,,,,"[{""Item"": 30474, ""Quantity"": 1}, {""Item"": 645584, ""Quantity"": 33}]",,[30474],,512183,Recipe - シャトンプレートグリーブ,0,TTTT,23
30475,R_LEG02_183,icon_item_pants_misc3,,,,,"[{""Item"": 30475, ""Quantity"": 1}, {""Item"": 645586, ""Quantity"": 25}]",,[30475],,522183,Recipe - シャトンプレートレギンス,0,TTTT,23
30476,R_TOP02_183,icon_item_shirts_misc3,,,,,"[{""Item"": 30476, ""Quantity"": 1}, {""Item"": 645617, ""Quantity"": 5}]",,[30476],,532183,Recipe - シャトンプレートアーマー,0,TTTT,23
30477,R_HAND02_184,icon_item_gloves_misc3,,,,,"[{""Item"": 30477, ""Quantity"": 1}, {""Item"": 645208, ""Quantity"": 10}]",,[30477],,502184,Recipe - ティルラグローブ,0,TTTT,23
30478,R_FOOT02_184,icon_item_boots_misc3,,,,,"[{""Item"": 30478, ""Quantity"": 1}, {""Item"": 645413, ""Quantity"": 15}]",,[30478],,512184,Recipe - ティルラブーツ,0,TTTT,23
30479,R_LEG02_184,icon_item_pants_misc3,,,,,"[{""Item"": 30479, ""Quantity"": 1}, {""Item"": 645561, ""Quantity"": 8}]",,[30479],,522184,Recipe - ティルラパンツ,0,TTTT,23
30480,R_TOP02_184,icon_item_shirts_misc3,,,,,"[{""Item"": 30480, ""Quantity"": 1}, {""Item"": 645373, ""Quantity"": 10}]",,[30480],,532184,Recipe - ティルラローブ,0,TTTT,23
30481,R_HAND02_185,icon_item_gloves_misc3,,,,,"[{""Item"": 30481, ""Quantity"": 1}, {""Item"": 645208, ""Quantity"": 10}]",,[30481],,502185,Recipe - ティルラレザーグローブ,0,TTTT,23
30482,R_FOOT02_185,icon_item_boots_misc3,,,,,"[{""Item"": 30482, ""Quantity"": 1}, {""Item"": 645413, ""Quantity"": 15}]",,[30482],,512185,Recipe - ティルラレザーブーツ,0,TTTT,23
30483,R_LEG02_185,icon_item_pants_misc3,,,,,"[{""Item"": 30483, ""Quantity"": 1}, {""Item"": 645561, ""Quantity"": 8}]",,[30483],,522185,Recipe - ティルラレザーパンツ,0,TTTT,23
30484,R_TOP02_185,icon_item_shirts_misc3,,,,,"[{""Item"": 30484, ""Quantity"": 1}, {""Item"": 645373, ""Quantity"": 10}]",,[30484],,532185,Recipe - ティルラレザーチュニック,0,TTTT,23
30485,R_HAND02_186,icon_item_gloves_misc3,,,,,"[{""Item"": 30485, ""Quantity"": 1}, {""Item"": 645208, ""Quantity"": 10}]",,[30485],,502186,Recipe - ティルラプレートガントレット,0,TTTT,23
30486,R_FOOT02_186,icon_item_boots_misc3,,,,,"[{""Item"": 30486, ""Quantity"": 1}, {""Item"": 645413, ""Quantity"": 15}]",,[30486],,512186,Recipe - ティルラプレートグリーブ,0,TTTT,23
30487,R_LEG02_186,icon_item_pants_misc3,,,,,"[{""Item"": 30487, ""Quantity"": 1}, {""Item"": 645561, ""Quantity"": 8}]",,[30487],,522186,Recipe - ティルラプレートレギンス,0,TTTT,23
30488,R_TOP02_186,icon_item_shirts_misc3,,,,,"[{""Item"": 30488, ""Quantity"": 1}, {""Item"": 645373, ""Quantity"": 10}]",,[30488],,532186,Recipe - ティルラプレートアーマー,0,TTTT,23
30489,R_HAND01_154,icon_item_gloves_misc1,,,,,"[{""Item"": 30489, ""Quantity"": 1}, {""Item"": 645225, ""Quantity"": 12}, {""Item"": 645646, ""Quantity"": 1}]",,"[30489, 30527]",,501154,Recipe - ロイヤルメイジグローブ,0,TTTT,23
30490,R_FOOT01_154,icon_item_boots_misc1,,,,,"[{""Item"": 30490, ""Quantity"": 1}, {""Item"": 645225, ""Quantity"": 8}, {""Item"": 645646, ""Quantity"": 2}]",,"[30490, 30528]",,511154,Recipe - ロイヤルメイジブーツ,0,TTTT,23
30491,R_LEG01_154,icon_item_pants_misc1,,,,,"[{""Item"": 30491, ""Quantity"": 1}, {""Item"": 645648, ""Quantity"": 3}, {""Item"": 645650, ""Quantity"": 2}]",,"[30491, 30529]",,521154,Recipe - ロイヤルメイジパンツ,0,TTTT,23
30492,R_TOP01_154,icon_item_shirts_misc1,,,,,"[{""Item"": 30492, ""Quantity"": 1}, {""Item"": 645648, ""Quantity"": 3}, {""Item"": 645651, ""Quantity"": 1}]",,"[30492, 30530]",,531154,Recipe - ロイヤルメイジローブ,0,TTTT,23
30493,R_HAND01_155,icon_item_gloves_misc1,[642164],,,,"[{""Item"": 30493, ""Quantity"": 1}, {""Item"": 645392, ""Quantity"": 4}, {""Item"": 645218, ""Quantity"": 2}]",,"[30493, 30531]",,501155,Recipe - バンディットグローブ,0,TTTT,23
30494,R_FOOT01_155,icon_item_boots_misc1,,,,,"[{""Item"": 30494, ""Quantity"": 1}, {""Item"": 645392, ""Quantity"": 4}, {""Item"": 645649, ""Quantity"": 1}]",,"[30494, 30532]",,511155,Recipe - バンディットブーツ,0,TTTT,23
30495,R_LEG01_155,icon_item_pants_misc1,,,,,"[{""Item"": 30495, ""Quantity"": 1}, {""Item"": 645654, ""Quantity"": 2}, {""Item"": 645237, ""Quantity"": 2}]",,"[30495, 30533]",,521155,Recipe - バンディットパンツ,0,TTTT,23
30496,R_TOP01_155,icon_item_shirts_misc1,,,,,"[{""Item"": 30496, ""Quantity"": 1}, {""Item"": 645654, ""Quantity"": 2}, {""Item"": 645657, ""Quantity"": 1}]",,"[30496, 30534]",,531155,Recipe - バンディットアーマー,0,TTTT,23
30497,R_HAND01_156,icon_item_gloves_misc1,,,,,"[{""Item"": 30497, ""Quantity"": 1}, {""Item"": 645651, ""Quantity"": 2}, {""Item"": 645650, ""Quantity"": 2}]",,"[30497, 30535]",,501156,Recipe - ロイヤルガードガントレット,0,TTTT,23
30498,R_FOOT01_156,icon_item_boots_misc1,,,,,"[{""Item"": 30498, ""Quantity"": 1}, {""Item"": 645651, ""Quantity"": 2}, {""Item"": 645614, ""Quantity"": 2}]",,"[30498, 30536]",,511156,Recipe - ロイヤルガードグリーブ,0,TTTT,23
30499,R_LEG01_156,icon_item_pants_misc1,,,,,"[{""Item"": 30499, ""Quantity"": 1}, {""Item"": 645649, ""Quantity"": 3}, {""Item"": 645657, ""Quantity"": 3}]",,"[30499, 30537]",,521156,Recipe - ロイヤルガードパンツ,0,TTTT,23
30500,R_TOP01_156,icon_item_shirts_misc1,,,,,"[{""Item"": 30500, ""Quantity"": 1}, {""Item"": 645649, ""Quantity"": 3}, {""Item"": 645663, ""Quantity"": 2}]",,"[30500, 30538]",,531156,Recipe - ロイヤルガードアーマー,0,TTTT,23
30501,R_HAND01_157,icon_item_gloves_misc1,,,,,"[{""Item"": 30501, ""Quantity"": 1}, {""Item"": 645672, ""Quantity"": 3}, {""Item"": 640131, ""Quantity"": 1}]",,[30501],,501157,Recipe - スーペリアロイヤルメイジグローブ,0,TTTT,23
30502,R_FOOT01_157,icon_item_boots_misc1,,,,,"[{""Item"": 30502, ""Quantity"": 1}, {""Item"": 645672, ""Quantity"": 3}, {""Item"": 645729, ""Quantity"": 4}]",,[30502],,511157,Recipe - スーペリアロイヤルメイジブーツ,0,TTTT,23
30503,R_LEG01_157,icon_item_pants_misc1,,,,,"[{""Item"": 30503, ""Quantity"": 1}, {""Item"": 645672, ""Quantity"": 4}, {""Item"": 645723, ""Quantity"": 1}]",,[30503],,521157,Recipe - スーペリアロイヤルメイジパンツ,0,TTTT,23
30504,R_TOP01_157,icon_item_shirts_misc1,,,,,"[{""Item"": 30504, ""Quantity"": 1}, {""Item"": 645672, ""Quantity"": 4}, {""Item"": 645723, ""Quantity"": 1}]",,[30504],,531157,Recipe - スーペリアロイヤルメイジローブ,0,TTTT,23
30505,R_HAND01_158,icon_item_gloves_misc1,,,,,"[{""Item"": 30505, ""Quantity"": 1}, {""Item"": 645685, ""Quantity"": 12}, {""Item"": 645683, ""Quantity"": 5}]",,[30505],,501158,Recipe - スーペリアバンディットグローブ,0,TTTT,23
30506,R_FOOT01_158,icon_item_boots_misc1,,,,,"[{""Item"": 30506, ""Quantity"": 1}, {""Item"": 645685, ""Quantity"": 12}, {""Item"": 645580, ""Quantity"": 5}]",,[30506],,511158,Recipe - スーペリアバンディットブーツ,0,TTTT,23
30507,R_LEG01_158,icon_item_pants_misc1,,,,,"[{""Item"": 30507, ""Quantity"": 1}, {""Item"": 645689, ""Quantity"": 10}, {""Item"": 645655, ""Quantity"": 5}]",,[30507],,521158,Recipe - スーペリアバンディットパンツ,0,TTTT,23
30508,R_TOP01_158,icon_item_shirts_misc1,,,,,"[{""Item"": 30508, ""Quantity"": 1}, {""Item"": 645689, ""Quantity"": 10}, {""Item"": 645655, ""Quantity"": 6}]",,[30508],,531158,Recipe - スーペリアバンディットアーマー,0,TTTT,23
30509,R_HAND01_159,icon_item_gloves_misc1,,,,,"[{""Item"": 30509, ""Quantity"": 1}, {""Item"": 645691, ""Quantity"": 2}, {""Item"": 645344, ""Quantity"": 2}]",,[30509],,501159,Recipe - スーペリアロイヤルガードガントレット,0,TTTT,23
30510,R_FOOT01_159,icon_item_boots_misc1,,,,,"[{""Item"": 30510, ""Quantity"": 1}, {""Item"": 645691, ""Quantity"": 3}, {""Item"": 645423, ""Quantity"": 6}]",,[30510],,511159,Recipe - スーペリアロイヤルガードグリーブ,0,TTTT,23
30511,R_LEG01_159,icon_item_pants_misc1,,,,,"[{""Item"": 30511, ""Quantity"": 1}, {""Item"": 645696, ""Quantity"": 5}]",,[30511],,521159,Recipe - スーペリアロイヤルガード パンツ,0,TTTT,23
30512,R_TOP01_159,icon_item_shirts_misc1,,,,,"[{""Item"": 30512, ""Quantity"": 1}, {""Item"": 645696, ""Quantity"": 5}]",,[30512],,531159,Recipe - スーペリアロイヤルガードアーマー,0,TTTT,23
30513,R_LEG02_187,icon_item_pants_misc3,,,,,"[{""Item"": 30513, ""Quantity"": 1}, {""Item"": 645618, ""Quantity"": 10}, {""Item"": 645733, ""Quantity"": 8}]",,[30513],,522187,Recipe - ベルニアモンキー レザーパンツ,0,TTTT,23
