$ID,$ID_NAME,Description,Icon,IconTooltip,Link_Collections,Link_Cubes,Link_Monster,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,MonsterElement,MonsterRace,Name,Price,Stat_Height,Stat_Legs,Stat_Weight,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeCard,Weight
644141,card_Armaox,[Card Equip Effect] 10% chance of generating [{img star_mark 20 20}*100] Shield for 10 sec when attacked,icon_item_card_def,144_boss_armaox,,"[{""$ID"": 642925, ""Url"": ""cubes"", ""Name"": ""Underground Castle Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 57443, ""Url"": ""monsters"", ""Name"": ""Armaos "", ""Icon"": ""boss_armaox""}",,,,7,4,Armaos Card,500,,,,0.0,0.0,1111,3,1,1.0
644142,card_Succubus,[Card Equip Effect] Provocation when attacking -[{img star_mark 20 20}]%,icon_item_card_util,138_boss_succubus,,,"{""$ID"": 800079, ""Url"": ""monsters"", ""Name"": ""Succubus"", ""Icon"": ""icon_item_nothing""}",,,,7,1,Succubus Card,500,,,,0.0,0.0,1111,3,5,1.0
644143,card_Stonefroster,[Card Equip Effect] CON +[{img star_mark 20 20}*1.5] for 10 sec after using an HP potion,icon_item_card_stat,145_boss_stonefroster,,,"{""$ID"": 57589, ""Url"": ""monsters"", ""Name"": ""Stonefroster"", ""Icon"": ""boss_stonefroster""}",,,,1,3,Stone Froster Card,500,,,,0.0,0.0,1111,3,4,1.0
644144,card_Lapene,"[Card Equip Effect] STR, CON, INT, SPR, DEX +[{img star_mark 20 20}/3]",icon_item_card_stat,146_boss_lapene,,,"{""$ID"": 57866, ""Url"": ""monsters"", ""Name"": ""Rafene"", ""Icon"": ""boss_lapene""}",,,,2,0,Rafene Card,500,,,,0.0,0.0,1111,3,4,1.0
644145,card_Rambandgad,[Card Equip Effect] SPR +[{img star_mark 20 20}*1.5] for 10 sec after using an SP potion,icon_item_card_stat,147_boss_rambandgad,,"[{""$ID"": 642925, ""Url"": ""cubes"", ""Name"": ""Underground Castle Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 800019, ""Url"": ""monsters"", ""Name"": ""Lavenzard"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Lavenzard Card,500,,,,0.0,0.0,1111,3,4,1.0
644146,card_SwordBallista,[Card Equip Effect] Looting Chance +[{img star_mark 20 20}*5],icon_item_card_stat,148_boss_swordballista,,,"{""$ID"": 800081, ""Url"": ""monsters"", ""Name"": ""Gorkas"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Gorkas Card,500,,,,0.0,0.0,1111,3,4,1.0
644147,card_FrosterLord,[Card Equip Effect] [{img star_mark 20 20}/2]% chance per attack dealt of applying Frostbite to an enemy for 4 sec{nl}(Does not apply to boss monsters.),icon_item_card_atk,149_boss_frosterlord,,,"{""$ID"": 800076, ""Url"": ""monsters"", ""Name"": ""Froster Lord"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Froster Lord Card,500,,,,0.0,0.0,1111,3,0,1.0
644148,card_varleking,[Card Equip Effect] Healing +[{img star_mark 20 20} * 5],icon_item_card_def,144_boss_varleking,,"[{""$ID"": 642928, ""Url"": ""cubes"", ""Name"": ""Lanko Lake Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 57866, ""Url"": ""monsters"", ""Name"": ""Rafene"", ""Icon"": ""boss_lapene""}",,,,2,0,Varle King Card,500,,,,0.0,0.0,1111,3,1,1.0
644900,Legend_card_Marnoks,[Card Equip Effect] Minimum Critical Chance +[{img star_mark 20 20}*2]%,icon_item_card_legend,139_boss_marnoks,,,"{""$ID"": 800078, ""Url"": ""monsters"", ""Name"": ""Marnox"", ""Icon"": ""icon_item_nothing""}",,,,1,1,Demon Lord Marnox Card,0,,,,0.0,0.0,1111,3,2,1.0
644901,Legend_card_Blud,[Card Equip Effect] [{img star_mark 20 20}*3]% reduced damage taken in PVP,icon_item_card_legend,112_blud,,,"{""$ID"": 800060, ""Url"": ""monsters"", ""Name"": ""Blut"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Demon Lord Blut Card,0,,,,0.0,0.0,1111,3,2,1.0
644902,Legend_card_Zawra,[Card Equip Effect] Physical Defense +[{img star_mark 20 20}*10]%,icon_item_card_legend,140_boss_zawra,,,"{""$ID"": 800072, ""Url"": ""monsters"", ""Name"": ""Zaura"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Demon Lord Zaura Card,0,,,,0.0,0.0,1111,3,2,1.0
644903,Legend_card_Nuaele,[Card Equip Effect] Magic Defense +[{img star_mark 20 20}*10]%,icon_item_card_legend,074_nuaele,,,"{""$ID"": 800016, ""Url"": ""monsters"", ""Name"": ""Nuaele"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Demon Lord Nuaele Card,0,,,,0.0,0.0,1111,3,2,1.0
644904,Legend_card_Helgasercle,[Card Equip Effect] Recover [{img star_mark 20 20}*20] SP per monster defeated,icon_item_card_legend,053_boss_helgasercle,,,"{""$ID"": 800057, ""Url"": ""monsters"", ""Name"": ""Helgasercle"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Demon Lord Helgasercle Card,0,,,,0.0,0.0,1111,3,2,1.0
644905,Legend_card_Lecifer,[Card Equip Effect] Movement Speed +[{img star_mark 20 20}],icon_item_card_legend,030_boss_lecifer,,,"{""$ID"": 800043, ""Url"": ""monsters"", ""Name"": ""Rexipher"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Demon Lord Rexipher Card,0,,,,0.0,0.0,1111,3,2,1.0
644906,Legend_card_Mirtis,[Card Equip Effect] Attack property penalties reduced by [{img star_mark 20 20} * 10]%. ,icon_item_card_legend,007_boss_mirtis,,,"{""$ID"": 800048, ""Url"": ""monsters"", ""Name"": ""Mirtis"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Demon Lord Mirtis Card,0,,,,0.0,0.0,1111,3,2,1.0
644907,Legend_card_Kucarry_Balzermance,[Card Equip Effect] EXP Gain +[{img star_mark 20 20}]%,icon_item_card_legend,151_boss_kucarry_balzermancer,,"[{""$ID"": 642926, ""Url"": ""cubes"", ""Name"": ""The First Refuge Raid Dungeon Cube"", ""Icon"": ""icon_item_cube_gold""}]","{""$ID"": 58818, ""Url"": ""monsters"", ""Name"": ""Prodigious Kugheri Balzermancer"", ""Icon"": ""boss_kucarryblazermancer""}",,,,0,0,Prodigious Kugheri Balzermancer Card,0,,,,0.0,0.0,1111,3,2,1.0
644908,Legend_card_PantoRex,[Card Equip Effect] Increases damage against Beast-type monsters by [{img star_mark 20 20}*7]%,icon_item_card_legend,150_boss_pantorex,,,,,,,,,Heretic Pantorex Card,0,,,,0.0,0.0,1111,3,2,1.0
644909,Legend_card_Velcoffer,[Card Equip Effect] Reduces damage received from monsters by [{img star_mark 20 20} * 3]%,icon_item_card_legend,136_raid_boss_blackgargoyle,,"[{""$ID"": 642916, ""Url"": ""cubes"", ""Name"": ""Velcoffer Cube"", ""Icon"": ""icon_item_cube_gold_blow""}]","{""$ID"": 58690, ""Url"": ""monsters"", ""Name"": ""Velcoffer"", ""Icon"": ""raid_boss_blackgargoyle""}",,,,0,0,Velcoffer Card,0,,,,0.0,0.0,1111,3,2,1.0
644910,Legend_card_FrosterLord,"[Card Equip Effect] Reduces the difference between the min. and max. attack of summons by [{img star_mark 20 20} * 10]%{nl}(At Lv 10, min. attack is equal to the value of max. attack.)",icon_item_card_legend,149_boss_frosterlord,,"[{""$ID"": 642927, ""Url"": ""cubes"", ""Name"": ""Fantasy Library: Sausis Room 9 Dungeon Cube"", ""Icon"": ""icon_item_cube_gold""}]","{""$ID"": 800076, ""Url"": ""monsters"", ""Name"": ""Froster Lord"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Demon Lord Froster Lord Card,0,,,,0.0,0.0,1111,3,2,1.0
650001,legend_reinforce_card_lv1,Use to enhance Legend cards up to Lv4.{nl}Cannot be equipped or used to enhance non-Legend cards.,icon_item_legend_card_fragment_lv1,legend_card_fragment_lv1,,,,,,,,,Ripped Legend Enhancement Card,0,,,,0.0,0.0,1111,3,3,1.0
650002,legend_reinforce_card_lv2,Use to enhance Legend cards up to Lv6.{nl}Cannot be equipped or used to enhance non-Legend cards.,icon_item_legend_card_fragment_lv2,legend_card_fragment_lv2,,,,,,,,,Old Legend Enhancement Card,0,,,,0.0,0.0,1111,3,3,1.0
650003,legend_reinforce_card_lv3,Use to enhance Legend cards up to Lv8.{nl}Cannot be equipped or used to enhance non-Legend cards.,icon_item_legend_card_fragment_lv3,legend_card_fragment_lv3,,,,,,,,,Legend Enhancement Card,0,,,,0.0,0.0,1111,3,3,1.0
650004,legend_reinforce_card_lv4,Use to enhance Legend cards up to Lv10.{nl}Cannot be equipped or used to enhance non-Legend cards.,icon_item_legend_card_fragment_lv4,legend_card_fragment_lv4,,,,,,,,,Shining Legend Enhancement Card,0,,,,0.0,0.0,1111,3,3,1.0
